id,name,type,description,human_readable_id,graph_embedding,text_unit_ids
9bb45150a0e24364af6d49b6be995cc4,LE NGUYEN NHIEM,PERSON,"Le Nguyen Nhiem is an individual linked to the performance data, likely in a sales role.",253,,c5f6715ab31e48c9b1b1b5b8789a5734
f76c8d53df1645cd82c022c0640a3d8a,TRAN DIEU HUONG,PERSON,"Tran Dieu Huong is another individual associated with the sales data, possibly a sales representative.",254,,c5f6715ab31e48c9b1b1b5b8789a5734
2a9bc6935c69494dbe659d939985745b,BUI VAN TAM,PERSON,"Bui Van Tam is mentioned in the context of performance metrics, likely involved in sales activities.",255,,c5f6715ab31e48c9b1b1b5b8789a5734
9c7cf7bd764e48a8b09921efc936af06,DANG DUC SU,PERSON,"Dang Duc Su is an individual linked to the performance data, possibly a sales agent.",256,,c5f6715ab31e48c9b1b1b5b8789a5734
3165068004854089b4fbd9b8532bafd2,NGUYEN VU VAN LAM,PERSON,"Nguyen Vu Van Lam is an individual associated with the sales data, likely a sales agent.",257,,c5f6715ab31e48c9b1b1b5b8789a5734
f4b99ca8b08f458d9b65a67cf57b63dd,VU PHAN THE,,,258,,c5f6715ab31e48c9b1b1b5b8789a5734
ee741b4b21f845f5ae2514c9af2a8713,TRAN THI THANH LY,PERSON,Tran Thi Thanh Ly is a contact person with an email address lyttt@interk.com,259,,5885f3c8b107429a8a7ff5e3ff9714f8
6f4846e8d3f3418e9c65648bcc2518d5,ACTIVE OUTLET BY PRODUCT GROUP,KPI,Active Outlet by Product Group is a KPI mentioned in the document,260,,5885f3c8b107429a8a7ff5e3ff9714f8
71cc8ae910ad4b4198cb9cd5c90c82e9,TOTAL VALUE BY REGION,KPI,Total value by region is a KPI mentioned in the document,261,,5885f3c8b107429a8a7ff5e3ff9714f8
4914e86023534a57aa0252c5eb0e9dd3,GOING FOR BY CHANNEL,KPI,Going For by Channel is a KPI mentioned in the document,262,,5885f3c8b107429a8a7ff5e3ff9714f8
af7f8d6aec194b07bf74ea446cd26301,5 FACTORS EXECUTION FOCUS,KPI,5 Factors Execution Focus is a KPI category mentioned in the document,263,,5885f3c8b107429a8a7ff5e3ff9714f8
f3b5a78edb59474797c58fdefc882cd9,5 FACTORS BY DETAILS,KPI,5 Factors By Details is a KPI category mentioned in the document,264,,5885f3c8b107429a8a7ff5e3ff9714f8
9f5f6add7ed34eb3997c2383044e70c2,CORE BY DETAILS,KPI,Core By Details is a KPI category mentioned in the document,265,,5885f3c8b107429a8a7ff5e3ff9714f8
2459c1ebc3bd4a77803acc76b5bac329,MHS INVISIBLE,,,266,,5885f3c8b107429a8a7ff5e3ff9714f8
