id,name,type,description,human_readable_id,graph_embedding,text_unit_ids
8ac05a4d076749e687b84c2523ced245,BEDPOST,,,200,,58830003b37f4968a46cdb26a8a1b889
fb4fa5388c05439984f43464d607db47,BOY,PERSON,"The boy is a character who interacts with Scrooge, providing information about the poulterer's shop and showing innocence and curiosity.",201,,de9ae10ed54946ca80d2844f8e13cbd4
dc2ca3ad8ff4426ab2e1ef1c2409c2ed,POULTERER,ORGANIZATION,"The poulterer is a shop where turkeys are sold, which Scrooge intends to buy a large turkey from for Bob Cratchit's family.",202,,de9ae10ed54946ca80d2844f8e13cbd4
fe0747109b4f46afad0750ef765ad4eb,GENTLEMAN,,,203,,de9ae10ed54946ca80d2844f8e13cbd4
2edddf65680c479da4792c4c50392203,SISTER,PERSON,"The plump sister is another family member present at the Christmas gathering, contributing to the festive atmosphere.",204,,223d50e5cfea4eebbcb5a1d9c7d6a040
bb8492bd7c454161a57527459b7b4374,MISTRESS,,,205,,223d50e5cfea4eebbcb5a1d9c7d6a040
40436a72826b4573ba1f592acb82fcb2,SMOKING BISHOP,FOOD,Smoking Bishop is a traditional warm spiced drink often associated with Christmas celebrations.,206,,af05331f4a1a4f74bfb46c700cbf9275
09af60ff75a1437d83f1b3baf6b8c372,TOTAL-ABSTINENCE PRINCIPLE,CONCEPT,"The Total-Abstinence Principle refers to the commitment to abstain from alcohol, which Scrooge adopts after his transformation.",207,,af05331f4a1a4f74bfb46c700cbf9275
2b58e245a1a24c92a9b0d4fbf22c8e86,GOD,DEITY,"God is often invoked in the context of blessings and goodwill, particularly during Christmas.",208,,af05331f4a1a4f74bfb46c700cbf9275
1f2047cdfd3e44b38739b1abae82464a,PROJECT GUTENBERG LITERARY ARCHIVE FOUNDATION,ORGANIZATION,"The Project Gutenberg Literary Archive Foundation is the organization that manages the trademark and royalty payments for Project Gutenberg works.The Project Gutenberg Literary Archive Foundation is a non-profit educational corporation organized under Mississippi laws, dedicated to increasing the number of public domain and licensed works that can be freely distributed in machine-readable form.The Project Gutenberg Literary Archive Foundation is a non-profit educational corporation that manages the Project Gutenberg trademark and ensures the future of its collection.",209,,"2f28d98a60c74c1894e310963ec64455,216528e10ad74fe7b23a7c0a1baa9155,47138a6d6a684bb7b5b021e74c00ddce"
77397e6a884946d9ac1b97fa70e8559d,COPYRIGHT HOLDER,PERSON,"The individual or organization that holds the copyright to a specific work, granting permission for its use under certain conditions.",210,,47138a6d6a684bb7b5b021e74c00ddce
947b898c612f42e6a8d2948d7374c8c5,U.S. COPYRIGHT LAW,LAW,"The body of law in the United States that governs copyright, determining the rights of creators and users of copyrighted works.",211,,47138a6d6a684bb7b5b021e74c00ddce
ea10093e245940c5877a78e2e871e2bc,PLAIN VANILLA ASCII,FORMAT,"A simple text format used in the official version of Project Gutenberg works, without any special formatting or markup.",212,,47138a6d6a684bb7b5b021e74c00ddce
50447cb37ac14714b63c44cd9c2b8aa3,MISSISSIPPI,GEO,Mississippi is the U.S. state where the Project Gutenberg Literary Archive Foundation is organized.Mississippi is the state under which the Project Gutenberg Literary Archive Foundation is organized.,213,,"2f28d98a60c74c1894e310963ec64455,216528e10ad74fe7b23a7c0a1baa9155"
8ca05f93ca064002974d90367bd14ae4,501(C)(3),REGULATION,501(c)(3) refers to a section of the U.S. Internal Revenue Code that provides for federal tax exemption for non-profit organizations.,214,,2f28d98a60c74c1894e310963ec64455
2099fdf9a6914256950f1313ae96ce04,EIN,IDENTIFIER,"EIN stands for Employer Identification Number, which is a unique identifier assigned to a business entity by the Internal Revenue Service.The EIN or federal tax identification number of the Project Gutenberg Literary Archive Foundation is 64-6221541.",215,,"2f28d98a60c74c1894e310963ec64455,216528e10ad74fe7b23a7c0a1baa9155"
c2bcd4ab03ba45b68b24acedf84252f6,INTERNAL REVENUE SERVICE,,,216,,2f28d98a60c74c1894e310963ec64455
4ee14aaf6dfc415587db2342e347a173,MICHAEL S. HART,PERSON,"Professor Michael S. Hart is the originator of the Project Gutenberg concept, producing and distributing eBooks for forty years.",217,,216528e10ad74fe7b23a7c0a1baa9155
0e1f14e269e24c2295071254e67ee2bf,SALT LAKE CITY,GEO,Salt Lake City is the location of the business office of the Project Gutenberg Literary Archive Foundation.,218,,216528e10ad74fe7b23a7c0a1baa9155
29f7fc91199949279181066a2e7ae042,UNITED STATES,GEO,The United States is the country where the Project Gutenberg Literary Archive Foundation operates and complies with charitable laws.,219,,216528e10ad74fe7b23a7c0a1baa9155
87f3173717084f4e9b5267dc381c6f5f,DONATIONS,EVENT,Donations to the Project Gutenberg Literary Archive Foundation are essential for its operation and maintaining tax-exempt status.,220,,216528e10ad74fe7b23a7c0a1baa9155
391bf43cd0ff4aaf955ca0645fdd3d3a,UTAH,GEO,Utah is the state where the business office of the Project Gutenberg Literary Archive Foundation is located.,221,,216528e10ad74fe7b23a7c0a1baa9155
8ab71d7cff024c749553749d8e7e3f51,PUBLIC DOMAIN,CONCEPT,"Public domain refers to works that are not protected by copyright and can be freely distributed, which is a key focus of Project Gutenberg.",222,,216528e10ad74fe7b23a7c0a1baa9155
d0441305c6ee48c58795d881f4255e50,DONATE,EVENT,The act of donating to the Project Gutenberg Literary Archive Foundation is essential for its operations.,223,,216528e10ad74fe7b23a7c0a1baa9155
