source,target,id,weight,description,text_unit_ids,human_readable_id,source_degree,target_degree,rank,edge_details
SCROOGE,GHOST,6a5003fa745646c3b98017476265a5b7,36.0,"Scrooge is questioning the Ghost about its existence and purpose, indicating a direct interaction between themThe Ghost visits Scrooge to impart lessons about compassion and the importance of caring for othersThe Ghost is guiding Scrooge through his memories, helping him to confront his past and emotionsThe Ghost guides Scrooge through his past, prompting him to reflect on his life choices and their consequencesThe Ghost guides Scrooge in reflecting on his past and understanding his life choices","6b476faa18f6460b8d34a91deb1e5b08,09033c9ba42649b790c231c76a842ea8,b66dd745bf624e80a306cd171c42f8c7,c275e2f3a8d4497c938f16c34c174e75,c3212c7b2d59478e8a7fb4305635902f",108,86,3,89,"{'human_readable_id': 108, 'source': 'SCROOGE', 'target': 'GHOST', 'description': 'Scrooge is questioning the Ghost about its existence and purpose, indicating a direct interaction between themThe Ghost visits Scrooge to impart lessons about compassion and the importance of caring for othersThe Ghost is guiding Scrooge through his memories, helping him to confront his past and emotionsThe Ghost guides Scrooge through his past, prompting him to reflect on his life choices and their consequencesThe Ghost guides Scrooge in reflecting on his past and understanding his life choices', 'rank': 89}"
SCROOGE,JACOB MARLEY,87556febbd744dcebb9694f07ead6823,16.0,Scrooge is imploring Jacob Marley for answers about his fate and the nature of the Ghost's visitJacob Marley appears to Scrooge as a ghost to warn him about his life choices and the consequences of his actions,"140507add366447a9d7e0f1695421887,c3212c7b2d59478e8a7fb4305635902f",109,86,5,91,"{'human_readable_id': 109, 'source': 'SCROOGE', 'target': 'JACOB MARLEY', 'description': ""Scrooge is imploring Jacob Marley for answers about his fate and the nature of the Ghost's visitJacob Marley appears to Scrooge as a ghost to warn him about his life choices and the consequences of his actions"", 'rank': 91}"
SCROOGE,SPIRIT,b3ecd77231aa4ce7b635a6b4cf43e2a2,53.0,"Scrooge interacts with the Spirit, who guides him through his journey of self-discovery and redemption.The Spirit responds to Scrooge's inquiries, revealing its own tormented existence and the reasons for its visitScrooge interacts with the Spirit, questioning its reality and purpose, furthering the dialogue between themThe Spirit guides Scrooge through his reflections on life and death, aiming to teach him important lessons about compassion and generosity.The Spirit guides Scrooge to reflect on the behaviors of others and the importance of kindnessThe Spirit guides Scrooge through reflections on Christmas, helping him understand its significanceScrooge is guided by the Spirit, who shows him the shadows of things that have not yet happened","39547542a64b49cfaaa8cae9469fa45c,9ebf659d0f0040f7b467ce499d226a8f,86685be34b9147379f3a64232b3de036,c3212c7b2d59478e8a7fb4305635902f,e7e9ce0a599e4bf78a0d034b7de5bf9b,7f0cac54757f4b6394354acbb468a872",110,86,10,96,"{'human_readable_id': 110, 'source': 'SCROOGE', 'target': 'SPIRIT', 'description': ""Scrooge interacts with the Spirit, who guides him through his journey of self-discovery and redemption.The Spirit responds to Scrooge's inquiries, revealing its own tormented existence and the reasons for its visitScrooge interacts with the Spirit, questioning its reality and purpose, furthering the dialogue between themThe Spirit guides Scrooge through his reflections on life and death, aiming to teach him important lessons about compassion and generosity.The Spirit guides Scrooge to reflect on the behaviors of others and the importance of kindnessThe Spirit guides Scrooge through reflections on Christmas, helping him understand its significanceScrooge is guided by the Spirit, who shows him the shadows of things that have not yet happened"", 'rank': 96}"
SCROOGE,THE THREE SPIRITS,d701c3f34e8744278205888abbe1155d,9.0,The Three Spirits visit Scrooge to show him the impact of his actions and guide him towards redemption,4a7edff5accb46d2b664cca5287052e0,111,86,1,87,"{'human_readable_id': 111, 'source': 'SCROOGE', 'target': 'THE THREE SPIRITS', 'description': 'The Three Spirits visit Scrooge to show him the impact of his actions and guide him towards redemption', 'rank': 87}"
SCROOGE,THE CHURCH,343dd5e37d084bc8a96da9eb25efd5f4,5.0,"The Church's bells signify the passage of time, which affects Scrooge's understanding of his life and choices",4a7edff5accb46d2b664cca5287052e0,112,86,1,87,"{'human_readable_id': 112, 'source': 'SCROOGE', 'target': 'THE CHURCH', 'description': ""The Church's bells signify the passage of time, which affects Scrooge's understanding of his life and choices"", 'rank': 87}"
SCROOGE,THE CLOCK,b1ce249d4bc84d67a5a9e24f23a9c789,1.0,The Clock marks the hours that Scrooge is awake and reflects his internal struggle with time and change,4a7edff5accb46d2b664cca5287052e0,113,86,1,87,"{'human_readable_id': 113, 'source': 'SCROOGE', 'target': 'THE CLOCK', 'description': 'The Clock marks the hours that Scrooge is awake and reflects his internal struggle with time and change', 'rank': 87}"
SCROOGE,THE FOG,4af60eedecd74043bece8e64135ab139,7.0,The Fog symbolizes Scrooge's confusion and emotional turmoil as he contemplates his past and future,4a7edff5accb46d2b664cca5287052e0,114,86,1,87,"{'human_readable_id': 114, 'source': 'SCROOGE', 'target': 'THE FOG', 'description': ""The Fog symbolizes Scrooge's confusion and emotional turmoil as he contemplates his past and future"", 'rank': 87}"
SCROOGE,THE WINDOW,d25f97bd9efd4ffc94578680e0b8e718,6.0,"The Window serves as a barrier and a point of observation for Scrooge, highlighting his isolation from the world",4a7edff5accb46d2b664cca5287052e0,115,86,1,87,"{'human_readable_id': 115, 'source': 'SCROOGE', 'target': 'THE WINDOW', 'description': 'The Window serves as a barrier and a point of observation for Scrooge, highlighting his isolation from the world', 'rank': 87}"
SCROOGE,THE DOOR,b39f64d92ceb4ef595f7fbd038d655c7,6.0,"The Door signifies the entry point of the supernatural into Scrooge's life, marking a pivotal moment in his transformation",4a7edff5accb46d2b664cca5287052e0,116,86,1,87,"{'human_readable_id': 116, 'source': 'SCROOGE', 'target': 'THE DOOR', 'description': ""The Door signifies the entry point of the supernatural into Scrooge's life, marking a pivotal moment in his transformation"", 'rank': 87}"
SCROOGE,WINTER DAY,f697aab8b83e4f47a8e6dc9012747f80,1.0,Scrooge reflects on his childhood memories associated with the winter day as he is taken back in time by the Ghost.,eb9ec896e8fa408a8ccf9d2a6425ea62,117,86,1,87,"{'human_readable_id': 117, 'source': 'SCROOGE', 'target': 'WINTER DAY', 'description': 'Scrooge reflects on his childhood memories associated with the winter day as he is taken back in time by the Ghost.', 'rank': 87}"
SCROOGE,ALI BABA,c9891e37497145119d9fe2e4beac171e,5.0,"Scrooge recalls Ali Baba as part of his childhood memories, indicating a connection to his past adventures",6b476faa18f6460b8d34a91deb1e5b08,118,86,1,87,"{'human_readable_id': 118, 'source': 'SCROOGE', 'target': 'ALI BABA', 'description': 'Scrooge recalls Ali Baba as part of his childhood memories, indicating a connection to his past adventures', 'rank': 87}"
SCROOGE,VALENTINE,4a2e250856cd40798b199d0237937763,5.0,"Valentine is part of Scrooge's childhood memories, representing friendships and experiences from his youth",6b476faa18f6460b8d34a91deb1e5b08,119,86,1,87,"{'human_readable_id': 119, 'source': 'SCROOGE', 'target': 'VALENTINE', 'description': ""Valentine is part of Scrooge's childhood memories, representing friendships and experiences from his youth"", 'rank': 87}"
SCROOGE,ORSON,11c2a21d8111442da255735746be309b,5.0,"Orson is mentioned in Scrooge's memories, indicating a connection to his childhood stories",6b476faa18f6460b8d34a91deb1e5b08,120,86,1,87,"{'human_readable_id': 120, 'source': 'SCROOGE', 'target': 'ORSON', 'description': ""Orson is mentioned in Scrooge's memories, indicating a connection to his childhood stories"", 'rank': 87}"
SCROOGE,DAMASCUS,283a5a1e81154bf5a71bc0978cd26b22,4.0,"Damascus is referenced in a story that Scrooge remembers, linking it to his past adventures",6b476faa18f6460b8d34a91deb1e5b08,121,86,1,87,"{'human_readable_id': 121, 'source': 'SCROOGE', 'target': 'DAMASCUS', 'description': 'Damascus is referenced in a story that Scrooge remembers, linking it to his past adventures', 'rank': 87}"
SCROOGE,MANSION,3b914f67afaf4b469840263dd6e0e203,6.0,"The mansion is a significant location in Scrooge's memories, symbolizing his childhood and lost opportunities",6b476faa18f6460b8d34a91deb1e5b08,122,86,1,87,"{'human_readable_id': 122, 'source': 'SCROOGE', 'target': 'MANSION', 'description': ""The mansion is a significant location in Scrooge's memories, symbolizing his childhood and lost opportunities"", 'rank': 87}"
SCROOGE,SULTAN'S GROOM,bc8998e160ae4fb4878f9462d4e6bab5,1.0,"The Sultan's Groom is part of a story that Scrooge recalls, illustrating the whimsical nature of his childhood memories",6b476faa18f6460b8d34a91deb1e5b08,123,86,1,87,"{'human_readable_id': 123, 'source': 'SCROOGE', 'target': ""SULTAN'S GROOM"", 'description': ""The Sultan's Groom is part of a story that Scrooge recalls, illustrating the whimsical nature of his childhood memories"", 'rank': 87}"
SCROOGE,FARMERS,f7876687481341f8bc0539998827dd09,4.0,"Farmers are part of the rural scene that Scrooge remembers, linking him to the lively atmosphere of his childhood",6b476faa18f6460b8d34a91deb1e5b08,124,86,1,87,"{'human_readable_id': 124, 'source': 'SCROOGE', 'target': 'FARMERS', 'description': 'Farmers are part of the rural scene that Scrooge remembers, linking him to the lively atmosphere of his childhood', 'rank': 87}"
SCROOGE,MARKET-TOWN,83c7ad268fce4cac9334e2098ed46d65,5.0,"The market-town is a significant location in Scrooge's memories, representing the community aspect of his youth",6b476faa18f6460b8d34a91deb1e5b08,125,86,1,87,"{'human_readable_id': 125, 'source': 'SCROOGE', 'target': 'MARKET-TOWN', 'description': ""The market-town is a significant location in Scrooge's memories, representing the community aspect of his youth"", 'rank': 87}"
SCROOGE,POPPLAR,749d3fbd2fff4929b803fd468101af70,3.0,"The poplar is part of the landscape in Scrooge's memories, contributing to the emotional resonance of his past",6b476faa18f6460b8d34a91deb1e5b08,126,86,1,87,"{'human_readable_id': 126, 'source': 'SCROOGE', 'target': 'POPPLAR', 'description': ""The poplar is part of the landscape in Scrooge's memories, contributing to the emotional resonance of his past"", 'rank': 87}"
SCROOGE,SCHOOLMASTER,86fad804085b4338b01df9434348fec7,1.0,"The schoolmaster represents authority in Scrooge's childhood, impacting his development",c275e2f3a8d4497c938f16c34c174e75,127,86,2,88,"{'human_readable_id': 127, 'source': 'SCROOGE', 'target': 'SCHOOLMASTER', 'description': ""The schoolmaster represents authority in Scrooge's childhood, impacting his development"", 'rank': 88}"
SCROOGE,ROBIN CRUSOE,781ae498e8a047599b25eb1748e189a8,10.0,Scrooge references Robin Crusoe to express his feelings of nostalgia and connection to stories of adventure,c275e2f3a8d4497c938f16c34c174e75,128,86,1,87,"{'human_readable_id': 128, 'source': 'SCROOGE', 'target': 'ROBIN CRUSOE', 'description': 'Scrooge references Robin Crusoe to express his feelings of nostalgia and connection to stories of adventure', 'rank': 87}"
SCROOGE,FRIDAY,609326201a1f429e9b874854924ad94d,11.0,"Friday is mentioned by Scrooge in the context of companionship, reflecting on relationships during his childhood",c275e2f3a8d4497c938f16c34c174e75,129,86,1,87,"{'human_readable_id': 129, 'source': 'SCROOGE', 'target': 'FRIDAY', 'description': 'Friday is mentioned by Scrooge in the context of companionship, reflecting on relationships during his childhood', 'rank': 87}"
SCROOGE,FEZZIWIG,0e3c9fbaf00f471ebad5da5b5d0693c9,9.0,"Scrooge reflects on his past experiences with Fezziwig, indicating a significant influence on his feelings about happiness and generosityScrooge fondly remembers Fezziwig as a kind employer who celebrated Christmas joyfully, reflecting on his past experiences with him","09033c9ba42649b790c231c76a842ea8,bcf792c5ad004a5f85ad9a0b976f37ff",130,86,9,95,"{'human_readable_id': 130, 'source': 'SCROOGE', 'target': 'FEZZIWIG', 'description': 'Scrooge reflects on his past experiences with Fezziwig, indicating a significant influence on his feelings about happiness and generosityScrooge fondly remembers Fezziwig as a kind employer who celebrated Christmas joyfully, reflecting on his past experiences with him', 'rank': 95}"
SCROOGE,DICK,ae890bbe279c4a00b99510e2cc55aa04,5.0,"Scrooge reminisces about his friendship with Dick, highlighting the camaraderie they shared during their apprenticeship",09033c9ba42649b790c231c76a842ea8,131,86,1,87,"{'human_readable_id': 131, 'source': 'SCROOGE', 'target': 'DICK', 'description': 'Scrooge reminisces about his friendship with Dick, highlighting the camaraderie they shared during their apprenticeship', 'rank': 87}"
SCROOGE,GOLDEN IDOL,d8862454382645418d42639718ef8c1a,6.0,Scrooge's pursuit of the golden idol signifies his shift away from personal connections and happiness towards materialism,09033c9ba42649b790c231c76a842ea8,132,86,1,87,"{'human_readable_id': 132, 'source': 'SCROOGE', 'target': 'GOLDEN IDOL', 'description': ""Scrooge's pursuit of the golden idol signifies his shift away from personal connections and happiness towards materialism"", 'rank': 87}"
SCROOGE,YOUNG GIRL,81e2f392d2434d9ca81854ba9f60b755,8.0,"The young girl expresses her feelings of being displaced by Scrooge's pursuit of wealth, indicating a past emotional connection",1444436f1ab2436e8045954b9b525b97,133,86,1,87,"{'human_readable_id': 133, 'source': 'SCROOGE', 'target': 'YOUNG GIRL', 'description': ""The young girl expresses her feelings of being displaced by Scrooge's pursuit of wealth, indicating a past emotional connection"", 'rank': 87}"
SCROOGE,MATRON,59f493985c9b49d7880a84cbb1d968d8,1.0,"The matron represents the future Scrooge could have had, highlighting the changes in his life over time",1444436f1ab2436e8045954b9b525b97,134,86,2,88,"{'human_readable_id': 134, 'source': 'SCROOGE', 'target': 'MATRON', 'description': 'The matron represents the future Scrooge could have had, highlighting the changes in his life over time', 'rank': 88}"
SCROOGE,YOUNG GIRL IN MOURNING DRESS,31112a3fb48844bf865f90eb7bdcf230,10.0,The young girl in mourning dress confronts Scrooge about his transformation and the impact of his choices on their relationship,1444436f1ab2436e8045954b9b525b97,135,86,1,87,"{'human_readable_id': 135, 'source': 'SCROOGE', 'target': 'YOUNG GIRL IN MOURNING DRESS', 'description': 'The young girl in mourning dress confronts Scrooge about his transformation and the impact of his choices on their relationship', 'rank': 87}"
SCROOGE,THE SECOND OF THE THREE SPIRITS,71e8a7582f0d4d008c441be792db9be3,8.0,The Second of the Three Spirits visits Scrooge to show him the present and how his actions affect others,140507add366447a9d7e0f1695421887,136,86,1,87,"{'human_readable_id': 136, 'source': 'SCROOGE', 'target': 'THE SECOND OF THE THREE SPIRITS', 'description': 'The Second of the Three Spirits visits Scrooge to show him the present and how his actions affect others', 'rank': 87}"
SCROOGE,TINY TIM,b8fc3a373d3b4ef184f2ac8803212e65,23.0,"Scrooge becomes a father figure to Tiny Tim, showing his transformation into a caring individualTiny Tim's health and well-being become a point of concern for Scrooge, especially after he learns about Tiny Tim's potential fateScrooge's transformation leads him to care about Tiny Tim's well-being, representing his change of heart","af05331f4a1a4f74bfb46c700cbf9275,b66dd745bf624e80a306cd171c42f8c7,1690f3cd9c324d06baf94cdfa0d22aab",137,86,10,96,"{'human_readable_id': 137, 'source': 'SCROOGE', 'target': 'TINY TIM', 'description': ""Scrooge becomes a father figure to Tiny Tim, showing his transformation into a caring individualTiny Tim's health and well-being become a point of concern for Scrooge, especially after he learns about Tiny Tim's potential fateScrooge's transformation leads him to care about Tiny Tim's well-being, representing his change of heart"", 'rank': 96}"
SCROOGE,SCROOGE'S NIECE,636da26b77d7487ba373bd8938fa5b61,8.0,Scrooge's niece expresses indignation towards Scrooge's behavior and advocates for family unity,8727b4734d2849bea2ad3bb31f5c4e21,138,86,4,90,"{'human_readable_id': 138, 'source': 'SCROOGE', 'target': ""SCROOGE'S NIECE"", 'description': ""Scrooge's niece expresses indignation towards Scrooge's behavior and advocates for family unity"", 'rank': 90}"
SCROOGE,CITY,f4ef7c4445ae418ca4fe2ec507727fe9,6.0,"Scrooge is present in the City, observing the reactions of its inhabitants",e7e9ce0a599e4bf78a0d034b7de5bf9b,139,86,3,89,"{'human_readable_id': 139, 'source': 'SCROOGE', 'target': 'CITY', 'description': 'Scrooge is present in the City, observing the reactions of its inhabitants', 'rank': 89}"
SCROOGE,BUSINESS MEN,67db6b5fb50d4effa376f67b2dd375c3,1.0,Scrooge recognizes the Business Men and reflects on his past interactions with them,e7e9ce0a599e4bf78a0d034b7de5bf9b,140,86,3,89,"{'human_readable_id': 140, 'source': 'SCROOGE', 'target': 'BUSINESS MEN', 'description': 'Scrooge recognizes the Business Men and reflects on his past interactions with them', 'rank': 89}"
SCROOGE,PHANTOM,9c9cab6da0f14205b8e043be7bff57b9,9.0,"The Phantom is guiding Scrooge through reflections on his life and future, indicating a strong connection between them",92422e0ac9d94e99b3eca42947474584,141,86,1,87,"{'human_readable_id': 141, 'source': 'SCROOGE', 'target': 'PHANTOM', 'description': 'The Phantom is guiding Scrooge through reflections on his life and future, indicating a strong connection between them', 'rank': 87}"
SCROOGE,DEATH,99065c874f724cfcbc24d97a5b281447,7.0,Scrooge's encounter with the theme of Death forces him to confront his own life choices and their implications for his soul.,9ebf659d0f0040f7b467ce499d226a8f,142,86,1,87,"{'human_readable_id': 142, 'source': 'SCROOGE', 'target': 'DEATH', 'description': ""Scrooge's encounter with the theme of Death forces him to confront his own life choices and their implications for his soul."", 'rank': 87}"
SCROOGE,BODY,e2aff5e4a66345868ebd72e3e44c169b,4.0,Scrooge's confrontation with the body symbolizes his realization of the consequences of a life devoid of kindness and the impact of his choices.,9ebf659d0f0040f7b467ce499d226a8f,143,86,2,88,"{'human_readable_id': 143, 'source': 'SCROOGE', 'target': 'BODY', 'description': ""Scrooge's confrontation with the body symbolizes his realization of the consequences of a life devoid of kindness and the impact of his choices."", 'rank': 88}"
SCROOGE,PETER,0e5eba7018e046329528c4f04d862ce6,6.0,"Scrooge's transformation affects his perception of Peter and the Cratchit family, highlighting themes of compassion",1690f3cd9c324d06baf94cdfa0d22aab,144,86,2,88,"{'human_readable_id': 144, 'source': 'SCROOGE', 'target': 'PETER', 'description': ""Scrooge's transformation affects his perception of Peter and the Cratchit family, highlighting themes of compassion"", 'rank': 88}"
SCROOGE,CHRISTMAS DAY,71518462d95545a098566e60ad28fb0d,8.0,"Scrooge's transformation and acts of kindness occur on Christmas Day, making it a pivotal event in his life",de9ae10ed54946ca80d2844f8e13cbd4,145,86,6,92,"{'human_readable_id': 145, 'source': 'SCROOGE', 'target': 'CHRISTMAS DAY', 'description': ""Scrooge's transformation and acts of kindness occur on Christmas Day, making it a pivotal event in his life"", 'rank': 92}"
SCROOGE,BOY,52ea27866ca34d74bdf9e2ae3424efde,7.0,"Scrooge interacts with the boy to inquire about the poulterer's shop, showing a newfound kindness",de9ae10ed54946ca80d2844f8e13cbd4,146,86,1,87,"{'human_readable_id': 146, 'source': 'SCROOGE', 'target': 'BOY', 'description': ""Scrooge interacts with the boy to inquire about the poulterer's shop, showing a newfound kindness"", 'rank': 87}"
SCROOGE,POULTERER,f5d3e133ee854502a0066cb6015a9539,1.0,"Scrooge intends to buy a turkey from the poulterer to send to Bob Cratchit's family, showing his generosity",de9ae10ed54946ca80d2844f8e13cbd4,147,86,1,87,"{'human_readable_id': 147, 'source': 'SCROOGE', 'target': 'POULTERER', 'description': ""Scrooge intends to buy a turkey from the poulterer to send to Bob Cratchit's family, showing his generosity"", 'rank': 87}"
SCROOGE,GENTLEMAN,d3fbe65c64504dc8a8ae4a4dffce4ae5,7.0,"Scrooge engages with the gentleman, expressing gratitude and kindness, which reflects his transformation",de9ae10ed54946ca80d2844f8e13cbd4,148,86,1,87,"{'human_readable_id': 148, 'source': 'SCROOGE', 'target': 'GENTLEMAN', 'description': 'Scrooge engages with the gentleman, expressing gratitude and kindness, which reflects his transformation', 'rank': 87}"
SCROOGE,MISTRESS,8e148fda5914425ca32ddaf54540380f,5.0,"Mistress is part of Fred's family, which Scrooge joins for Christmas dinner",223d50e5cfea4eebbcb5a1d9c7d6a040,149,86,1,87,"{'human_readable_id': 149, 'source': 'SCROOGE', 'target': 'MISTRESS', 'description': ""Mistress is part of Fred's family, which Scrooge joins for Christmas dinner"", 'rank': 87}"
SCROOGE,TOPPER,0e3b9eb0907e444382efb68a2ee2d66d,5.0,"Topper is a friend of Fred who joins the family gathering, representing camaraderie and joy",223d50e5cfea4eebbcb5a1d9c7d6a040,150,86,3,89,"{'human_readable_id': 150, 'source': 'SCROOGE', 'target': 'TOPPER', 'description': 'Topper is a friend of Fred who joins the family gathering, representing camaraderie and joy', 'rank': 89}"
SCROOGE,SISTER,06965bde90114e1094304cbc9e630687,5.0,"The plump sister is part of the family gathering that Scrooge attends, contributing to the festive spirit",223d50e5cfea4eebbcb5a1d9c7d6a040,151,86,1,87,"{'human_readable_id': 151, 'source': 'SCROOGE', 'target': 'SISTER', 'description': 'The plump sister is part of the family gathering that Scrooge attends, contributing to the festive spirit', 'rank': 87}"
MARLEY,HAMLET,074c9c7070ae43d891681c0087816105,4.0,"Marley's ghostly presence parallels the ghost of Hamlet's father, emphasizing themes of death and the afterlife",31da09ddaad7456aa66af19f297b334f,152,3,2,5,"{'human_readable_id': 152, 'source': 'MARLEY', 'target': 'HAMLET', 'description': ""Marley's ghostly presence parallels the ghost of Hamlet's father, emphasizing themes of death and the afterlife"", 'rank': 5}"
MARLEY,MARLEY'S GHOST,f21bc168895247458e4b7aac217a4114,10.0,"Marley's Ghost is the manifestation of Jacob Marley, appearing to Scrooge",4e15e9a9254344159af69d95ca842f75,153,3,5,8,"{'human_readable_id': 153, 'source': 'MARLEY', 'target': ""MARLEY'S GHOST"", 'description': ""Marley's Ghost is the manifestation of Jacob Marley, appearing to Scrooge"", 'rank': 8}"
JOE,WOMAN,12f9c43fcba04f9cace9a5dc26241c12,2.0,"Joe and the woman engage in a conversation about the bed-curtains, reflecting their social interactions",31da09ddaad7456aa66af19f297b334f,154,1,1,2,"{'human_readable_id': 154, 'source': 'JOE', 'target': 'WOMAN', 'description': 'Joe and the woman engage in a conversation about the bed-curtains, reflecting their social interactions', 'rank': 2}"
SCROOGE'S NEPHEW,CHRISTMAS,c9187071431e4ae0b35aad968c070b94,1.0,"Scrooge's nephew views Christmas as a kind and charitable time, contrasting with Scrooge's perspective",3bff36cf7dbd48d4a606537404e24929,155,4,37,41,"{'human_readable_id': 155, 'source': ""SCROOGE'S NEPHEW"", 'target': 'CHRISTMAS', 'description': ""Scrooge's nephew views Christmas as a kind and charitable time, contrasting with Scrooge's perspective"", 'rank': 41}"
SCROOGE'S NEPHEW,CLERK,770f6cb8659b4cf5ad9d4c044bbc2e96,3.0,"Scrooge's nephew interacts with the clerk indirectly through his conversations with Scrooge, highlighting the contrast between their attitudes",3bff36cf7dbd48d4a606537404e24929,156,4,2,6,"{'human_readable_id': 156, 'source': ""SCROOGE'S NEPHEW"", 'target': 'CLERK', 'description': ""Scrooge's nephew interacts with the clerk indirectly through his conversations with Scrooge, highlighting the contrast between their attitudes"", 'rank': 6}"
SCROOGE'S NEPHEW,UNCLE SCROOGE,8f20fc053994483c9fd97d7d38e308f4,7.0,"Scrooge's nephew expresses goodwill towards Uncle Scrooge, wishing him a merry Christmas",7e21f083605548b8aa6e21e6d6525e61,157,4,5,9,"{'human_readable_id': 157, 'source': ""SCROOGE'S NEPHEW"", 'target': 'UNCLE SCROOGE', 'description': ""Scrooge's nephew expresses goodwill towards Uncle Scrooge, wishing him a merry Christmas"", 'rank': 9}"
CHRISTMAS,MANSION HOUSE,0cfbca7f3924414f9aa5a87cdf2f4981,4.0,"The Mansion House is where the Lord Mayor organizes Christmas celebrations, contrasting with Scrooge's attitude.",aab144ec5520470c93803d9a07da702e,158,37,1,38,"{'human_readable_id': 158, 'source': 'CHRISTMAS', 'target': 'MANSION HOUSE', 'description': ""The Mansion House is where the Lord Mayor organizes Christmas celebrations, contrasting with Scrooge's attitude."", 'rank': 38}"
CHRISTMAS,LORD MAYOR,9d706e5c64804d6ba3b300e9de3bcb31,4.0,"The Lord Mayor oversees the Christmas celebrations at the Mansion House, highlighting the festive spirit in contrast to Scrooge's views.",aab144ec5520470c93803d9a07da702e,159,37,1,38,"{'human_readable_id': 159, 'source': 'CHRISTMAS', 'target': 'LORD MAYOR', 'description': ""The Lord Mayor oversees the Christmas celebrations at the Mansion House, highlighting the festive spirit in contrast to Scrooge's views."", 'rank': 38}"
CHRISTMAS,HOLLY,3dcb38f792ff48b39715745a1810060b,11.0,"Holly is a traditional decoration associated with the celebration of ChristmasHolly is used as a decoration during Christmas, symbolizing the festive season and joy that Scrooge rejects.","a6a6c23a41a64c52b3fa6d071878e411,aab144ec5520470c93803d9a07da702e",160,37,2,39,"{'human_readable_id': 160, 'source': 'CHRISTMAS', 'target': 'HOLLY', 'description': 'Holly is a traditional decoration associated with the celebration of ChristmasHolly is used as a decoration during Christmas, symbolizing the festive season and joy that Scrooge rejects.', 'rank': 39}"
CHRISTMAS,GAS-PIPES,5c082bfb956146cfb92124b0b2a5dea2,5.0,"The repair of gas-pipes in the main street contributes to the festive atmosphere, contrasting with Scrooge's cold demeanor.",aab144ec5520470c93803d9a07da702e,161,37,1,38,"{'human_readable_id': 161, 'source': 'CHRISTMAS', 'target': 'GAS-PIPES', 'description': ""The repair of gas-pipes in the main street contributes to the festive atmosphere, contrasting with Scrooge's cold demeanor."", 'rank': 38}"
CHRISTMAS,ST. DUNSTAN,a9742ab745914f9aa90ad9aef4705e23,5.0,"St. Dunstan is invoked in relation to the harsh winter weather, reflecting on the spirit of Christmas and its challenges.",aab144ec5520470c93803d9a07da702e,162,37,1,38,"{'human_readable_id': 162, 'source': 'CHRISTMAS', 'target': 'ST. DUNSTAN', 'description': 'St. Dunstan is invoked in relation to the harsh winter weather, reflecting on the spirit of Christmas and its challenges.', 'rank': 38}"
CHRISTMAS,PUDDING,279198d697084a03a76ab0d1944f4a07,5.0,"Pudding is a traditional food associated with Christmas celebrations, representing the joy and abundance of the holiday season.",aab144ec5520470c93803d9a07da702e,163,37,1,38,"{'human_readable_id': 163, 'source': 'CHRISTMAS', 'target': 'PUDDING', 'description': 'Pudding is a traditional food associated with Christmas celebrations, representing the joy and abundance of the holiday season.', 'rank': 38}"
CHRISTMAS,CITY STREETS,3d1c3492a5124f82b143ac945f518a56,7.0,"The city streets are lively and filled with people celebrating Christmas, creating a festive atmosphere",a6a6c23a41a64c52b3fa6d071878e411,164,37,2,39,"{'human_readable_id': 164, 'source': 'CHRISTMAS', 'target': 'CITY STREETS', 'description': 'The city streets are lively and filled with people celebrating Christmas, creating a festive atmosphere', 'rank': 39}"
CHRISTMAS,POULTERERS' SHOPS,297ed2b7685544488cfc1ec68d70a87a,6.0,The poulterers' shops contribute to the Christmas celebration by providing food and festive items,a6a6c23a41a64c52b3fa6d071878e411,165,37,1,38,"{'human_readable_id': 165, 'source': 'CHRISTMAS', 'target': ""POULTERERS' SHOPS"", 'description': ""The poulterers' shops contribute to the Christmas celebration by providing food and festive items"", 'rank': 38}"
CHRISTMAS,FRUITERERS' SHOPS,3ea532b311384ae8b3869df82c347bdc,6.0,The fruiterers' shops enhance the Christmas experience by offering a variety of fruits that are part of holiday traditions,a6a6c23a41a64c52b3fa6d071878e411,166,37,1,38,"{'human_readable_id': 166, 'source': 'CHRISTMAS', 'target': ""FRUITERERS' SHOPS"", 'description': ""The fruiterers' shops enhance the Christmas experience by offering a variety of fruits that are part of holiday traditions"", 'rank': 38}"
CHRISTMAS,MISTLETOE,e72579907b4a46edb2cf479583abcc5d,6.0,Mistletoe is a festive plant that symbolizes love and is commonly used during Christmas,a6a6c23a41a64c52b3fa6d071878e411,167,37,2,39,"{'human_readable_id': 167, 'source': 'CHRISTMAS', 'target': 'MISTLETOE', 'description': 'Mistletoe is a festive plant that symbolizes love and is commonly used during Christmas', 'rank': 39}"
CHRISTMAS,TURKEYS,c60f9805c65243ec9fd2a266c4a64042,6.0,Turkeys are a popular dish served during Christmas feasts,a6a6c23a41a64c52b3fa6d071878e411,168,37,1,38,"{'human_readable_id': 168, 'source': 'CHRISTMAS', 'target': 'TURKEYS', 'description': 'Turkeys are a popular dish served during Christmas feasts', 'rank': 38}"
CHRISTMAS,GEESE,f3f2742804a54e3694b3a14ccc3f9ede,6.0,Geese are also served as part of the Christmas meal,a6a6c23a41a64c52b3fa6d071878e411,169,37,1,38,"{'human_readable_id': 169, 'source': 'CHRISTMAS', 'target': 'GEESE', 'description': 'Geese are also served as part of the Christmas meal', 'rank': 38}"
